,股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
1107,600280,中央商场,1.17,3.45,3.57,3.36,3.41,0.04,1.51,1.08,213.37,170124,59269655.0,3.41,3892755019,3892755019,1.600280,沪A,2022-12-14 13:01:17,2022-12-14
1108,002903,宇环数控,1.17,22.44,22.95,22.1,22.1,0.26,2.35,1.11,48.44,22319,50409050.74,22.18,3416355360,2129626955,0.002903,深A,2022-12-14 13:01:12,2022-12-14
1109,600977,中国电影,1.17,13.84,13.96,13.49,13.51,0.16,1.44,1.14,32597.41,268384,369342232.0,13.68,25839280000,25839280000,1.600977,沪A,2022-12-14 13:01:16,2022-12-14
1110,603706,东方环宇,1.17,14.71,14.75,14.46,14.64,0.17,0.29,0.8,22.87,5446,7947357.0,14.54,2785819723,2785819723,1.603706,沪A,2022-12-14 13:01:07,2022-12-14
1111,601636,旗滨集团,1.17,11.25,11.25,11.02,11.1,0.13,0.52,0.56,18.13,138696,154669149.0,11.12,30189359171,30189359171,1.601636,沪A,2022-12-14 13:01:17,2022-12-14
1112,300446,乐凯新材,1.17,10.4,10.63,10.25,10.25,0.12,0.72,1.58,606.15,14291,14977487.0,10.28,2107248000,2057042697,0.300446,深A,2022-12-14 13:01:12,2022-12-14
1113,603936,博敏电子,1.17,13.89,14.19,13.81,13.93,0.16,1.21,0.97,40.96,61995,86823597.0,13.73,7097958027,7097958027,1.603936,沪A,2022-12-14 13:01:16,2022-12-14
1114,301067,显盈科技,1.16,43.42,44.72,42.5,42.6,0.5,2.56,2.79,26.47,5957,26135600.0,42.92,2345548400,1010557080,0.301067,深A,2022-12-14 13:01:15,2022-12-14
1115,002956,西麦食品,1.16,15.66,15.75,15.25,15.3,0.18,0.96,1.11,31.08,21242,33162820.0,15.48,3496528297,3475830960,0.002956,深A,2022-12-14 13:01:03,2022-12-14
1116,301150,中一科技,1.16,72.22,72.53,71.4,71.4,0.83,1.84,0.58,17.88,3974,28607892.35,71.39,7295719432,1564040735,0.301150,深A,2022-12-14 13:01:12,2022-12-14
1117,600436,片仔癀,1.16,284.64,285.0,278.86,281.38,3.27,0.2,0.88,62.75,12170,343407160.0,281.37,171728210654,171728210654,1.600436,沪A,2022-12-14 13:01:15,2022-12-14
1118,002997,瑞鹄模具,1.16,24.38,24.93,23.8,24.01,0.28,5.49,2.07,31.53,62784,154597078.11,24.1,4476168000,2790291000,0.002997,深A,2022-12-14 13:01:15,2022-12-14
1119,603863,松炀资源,1.16,13.95,14.25,13.5,14.25,0.16,2.54,1.65,-17.23,51927,72360040.0,13.79,2854867500,2854867500,1.603863,沪A,2022-12-14 13:01:16,2022-12-14
1120,600468,百利电气,1.16,4.36,4.48,4.27,4.33,0.05,0.88,2.33,36.25,95579,41694980.0,4.31,4742526000,4742526000,1.600468,沪A,2022-12-14 13:01:15,2022-12-14
1121,002957,科瑞技术,1.16,15.7,15.8,15.52,15.52,0.18,0.31,0.85,23.08,12656,19852399.87,15.52,6448966069,6448824769,0.002957,深A,2022-12-14 13:01:15,2022-12-14
1122,300203,聚光科技,1.16,33.16,33.86,32.49,32.54,0.38,0.56,0.91,-102.88,25223,84516094.52,32.78,15005476984,14991109585,0.300203,深A,2022-12-14 13:01:15,2022-12-14
1123,002851,麦格米特,1.16,25.35,25.46,24.75,25.0,0.29,0.34,1.02,31.08,13817,34756090.85,25.06,12613382845,10405062008,0.002851,深A,2022-12-14 13:01:15,2022-12-14
1124,603816,顾家家居,1.16,42.84,43.5,41.9,42.15,0.49,0.46,0.76,18.82,37589,160960141.0,42.35,35209832674,35209832674,1.603816,沪A,2022-12-14 13:01:15,2022-12-14
1125,600202,哈空调,1.15,5.26,5.3,5.19,5.19,0.06,0.95,1.39,42.33,36347,19134358.0,5.2,2016371935,2016371935,1.600202,沪A,2022-12-14 13:01:12,2022-12-14
1126,300144,宋城演艺,1.15,14.92,15.03,14.58,14.66,0.17,0.89,1.04,386.19,203764,302915197.22,14.75,39011235077,34132288041,0.300144,深A,2022-12-14 13:01:15,2022-12-14
1127,002724,海洋王,1.15,8.78,9.07,8.7,8.71,0.1,0.9,2.25,58.26,33256,29515949.0,8.68,6846904994,3245375422,0.002724,深A,2022-12-14 13:01:15,2022-12-14
1128,300865,大宏立,1.15,19.34,19.35,19.13,19.22,0.22,0.41,0.57,84.12,1127,2173099.0,19.12,1850451200,528889336,0.300865,深A,2022-12-14 13:00:12,2022-12-14
1129,688302,海创药业-U,1.15,38.7,39.31,37.86,38.39,0.44,4.83,2.19,-12.91,11486,44437858.0,38.26,3831903643,919883520,1.688302,沪A,2022-12-14 13:01:13,2022-12-14
1130,300336,*ST新文,1.15,1.76,1.76,1.71,1.75,0.02,0.69,0.71,-15.31,51091,8901044.0,1.74,1418965138,1298229305,0.300336,深A,2022-12-14 13:00:36,2022-12-14
1131,605365,立达信,1.15,18.51,18.65,18.21,18.3,0.21,2.47,1.38,14.7,14139,26172630.0,18.3,9318859500,1060021425,1.605365,沪A,2022-12-14 13:01:16,2022-12-14
1132,600979,广安爱众,1.15,3.53,3.53,3.47,3.48,0.04,0.66,1.07,23.14,81258,28522063.0,3.49,4349877059,4349877059,1.600979,沪A,2022-12-14 13:01:15,2022-12-14
1133,002353,杰瑞股份,1.15,30.02,30.27,29.58,29.76,0.34,0.35,0.77,15.46,21728,65175045.8,29.68,30829127289,18638276610,0.002353,深A,2022-12-14 13:01:15,2022-12-14
1134,300474,景嘉微,1.14,60.11,62.02,59.74,61.6,0.68,1.6,1.45,118.37,50657,307854258.77,59.43,27323438341,19058739701,0.300474,深A,2022-12-14 13:01:15,2022-12-14
1135,600519,贵州茅台,1.14,1770.0,1772.0,1743.0,1743.0,20.0,0.12,0.99,37.56,15213,2679544898.0,1750.0,2223470106000,2223470106000,1.600519,沪A,2022-12-14 13:01:16,2022-12-14
1136,300615,欣天科技,1.14,11.51,11.61,11.39,11.49,0.13,0.51,0.74,40.44,6540,7538449.73,11.38,2181835600,1476482911,0.300615,深A,2022-12-14 13:01:15,2022-12-14
1137,600560,金自天正,1.14,10.64,10.72,10.47,10.59,0.12,0.77,0.86,46.93,17169,18252225.0,10.52,2379588120,2379588120,1.600560,沪A,2022-12-14 13:01:13,2022-12-14
1138,300302,同有科技,1.14,7.12,7.15,7.06,7.06,0.08,0.48,0.87,759.01,17359,12349398.2,7.04,3449823682,2572515851,0.300302,深A,2022-12-14 13:01:12,2022-12-14
1139,002428,云南锗业,1.13,9.82,9.9,9.75,9.75,0.11,0.31,1.02,-683.28,19952,19632213.0,9.71,6413638400,6327165621,0.002428,深A,2022-12-14 13:00:42,2022-12-14
1140,300515,三德科技,1.13,13.41,13.89,13.4,13.4,0.15,2.51,2.55,33.39,45446,61771647.68,13.26,2760066315,2427696448,0.300515,深A,2022-12-14 13:01:15,2022-12-14
1141,688395,正弦电气,1.13,18.84,18.86,18.57,18.63,0.21,0.7,1.23,28.68,2660,4978315.0,18.63,1620240000,720961961,1.688395,沪A,2022-12-14 13:01:12,2022-12-14
1142,000665,湖北广电,1.13,6.28,6.31,6.12,6.16,0.07,1.56,1.23,-14.32,176886,110425249.74,6.21,7122334629,7122049109,0.000665,深A,2022-12-14 13:01:15,2022-12-14
1143,603019,中科曙光,1.13,23.35,23.42,23.13,23.25,0.26,0.5,1.15,39.22,72217,168247152.0,23.09,34184726293,33874521543,1.603019,沪A,2022-12-14 13:01:15,2022-12-14
1144,603027,千禾味业,1.13,21.57,21.65,21.0,21.1,0.24,0.9,0.9,82.76,86477,185017348.0,21.33,20675677386,20675677386,1.603027,沪A,2022-12-14 13:01:17,2022-12-14
1145,688779,长远锂科,1.13,16.18,16.21,15.95,16.07,0.18,0.48,0.38,21.02,48317,77767213.0,16.0,31214557481,16400160839,1.688779,沪A,2022-12-14 13:01:16,2022-12-14
1146,603181,皇马科技,1.12,13.52,13.54,13.29,13.42,0.15,0.09,0.43,15.77,5358,7210902.0,13.37,7959224000,7959224000,1.603181,沪A,2022-12-14 13:01:16,2022-12-14
1147,301193,家联科技,1.12,36.09,36.58,35.3,35.34,0.4,1.08,0.82,22.47,6174,22336713.41,35.69,4330800000,2057115564,0.301193,深A,2022-12-14 13:00:57,2022-12-14
1148,301133,金钟股份,1.12,22.65,22.72,22.4,22.4,0.25,0.8,0.89,38.78,2739,6194136.0,22.4,2403088352,770749602,0.301133,深A,2022-12-14 13:01:15,2022-12-14
1149,688609,九联科技,1.12,7.25,7.29,7.18,7.22,0.08,0.77,1.08,57.54,24869,18019053.0,7.17,3625000000,2347418195,1.688609,沪A,2022-12-14 13:01:15,2022-12-14
1150,603603,*ST博天,1.12,5.44,5.51,5.35,5.36,0.06,2.83,0.75,-6.76,75497,41134748.0,5.38,2272745265,1451560520,1.603603,沪A,2022-12-14 13:01:14,2022-12-14
1151,600708,光明地产,1.12,2.72,2.72,2.63,2.66,0.03,1.03,1.22,223.56,230219,61450973.0,2.69,6061891941,6052755537,1.600708,沪A,2022-12-14 13:01:16,2022-12-14
1152,301177,迪阿股份,1.11,56.24,56.44,54.76,55.67,0.62,2.79,0.76,21.84,10170,56555757.44,55.62,22496562400,2050752963,0.301177,深A,2022-12-14 13:01:15,2022-12-14
1153,605377,华旺科技,1.11,26.34,27.0,25.65,26.19,0.29,1.58,0.41,19.86,26550,70052048.0,26.05,8753778706,4438625572,1.605377,沪A,2022-12-14 13:01:08,2022-12-14
1154,002861,瀛通通讯,1.11,10.93,11.0,10.85,10.87,0.12,0.7,0.85,-57.24,7577,8279797.0,10.81,1700168266,1183829142,0.002861,深A,2022-12-14 13:01:09,2022-12-14
1155,301099,雅创电子,1.11,63.8,65.5,63.0,64.08,0.7,3.65,1.42,32.11,10263,65860576.0,63.1,5104000000,1795599960,0.301099,深A,2022-12-14 13:01:15,2022-12-14
1156,300462,华铭智能,1.11,9.12,9.2,9.05,9.06,0.1,0.51,0.99,-42.7,7005,6405472.0,9.02,1716977028,1245601392,0.300462,深A,2022-12-14 13:01:15,2022-12-14
1157,835179,凯德石英,1.11,18.26,18.46,18.05,18.37,0.2,0.18,1.72,25.05,780,1420957.94,18.06,1369500000,801791852,0.835179,深A,2022-12-14 13:01:13,2022-12-14
1158,600509,天富能源,1.11,5.48,5.5,5.39,5.4,0.06,0.39,0.68,-7.37,44533,24209149.0,5.42,6309754293,6309754293,1.600509,沪A,2022-12-14 13:01:16,2022-12-14
1159,000338,潍柴动力,1.11,10.96,11.12,10.8,10.83,0.12,0.49,1.83,21.66,245329,269823965.58,10.84,95643062758,55333917902,0.000338,深A,2022-12-14 13:01:15,2022-12-14
1160,603912,佳力图,1.11,10.05,10.12,9.95,9.95,0.11,0.39,0.81,109.39,11883,11939150.0,9.94,3052617462,3052617462,1.603912,沪A,2022-12-14 13:01:04,2022-12-14
1161,601225,陕西煤业,1.11,19.21,19.29,18.91,19.03,0.21,0.34,0.86,4.93,325960,622818024.0,19.0,186240950000,186240950000,1.601225,沪A,2022-12-14 13:01:15,2022-12-14
1162,601595,上海电影,1.1,10.99,11.11,10.81,10.82,0.12,0.61,1.16,-22.88,27403,30106981.0,10.87,4925718000,4925718000,1.601595,沪A,2022-12-14 13:01:16,2022-12-14
1163,300573,兴齐眼药,1.1,136.49,140.49,133.33,135.01,1.49,2.77,1.0,44.69,18841,258084924.02,135.0,12086883142,9285358739,0.300573,深A,2022-12-14 13:01:15,2022-12-14
1164,605068,明新旭腾,1.1,29.32,30.13,28.8,29.02,0.32,1.05,0.97,66.77,5933,17490318.0,29.0,4884751347,1656619347,1.605068,沪A,2022-12-14 13:01:15,2022-12-14
1165,300287,飞利信,1.1,3.67,3.68,3.61,3.61,0.04,0.61,0.84,-48.99,78039,28492472.0,3.63,5267454875,4713230229,0.300287,深A,2022-12-14 13:01:15,2022-12-14
1166,002583,海能达,1.1,5.51,5.58,5.42,5.45,0.06,0.69,1.02,21.27,84481,46622643.8,5.45,10006599097,6762111828,0.002583,深A,2022-12-14 13:01:15,2022-12-14
1167,300839,博汇股份,1.1,19.3,19.32,18.86,19.13,0.21,1.38,0.74,30.23,10956,20937349.66,19.09,3392168000,1528320854,0.300839,深A,2022-12-14 13:01:12,2022-12-14
1168,301072,中捷精工,1.1,22.07,22.27,21.72,21.83,0.24,1.33,0.89,111.27,4435,9776301.0,21.83,2318559436,736140436,0.301072,深A,2022-12-14 13:01:12,2022-12-14
1169,600455,博通股份,1.1,22.08,22.37,21.84,21.95,0.24,1.25,1.57,52.09,7819,17327091.0,21.84,1379072640,1379072640,1.600455,沪A,2022-12-14 13:01:16,2022-12-14
1170,002996,顺博合金,1.1,13.81,14.03,13.64,13.66,0.15,1.53,0.86,18.79,19243,26746316.0,13.66,6062590000,1736359597,0.002996,深A,2022-12-14 13:01:12,2022-12-14
1171,002043,兔 宝 宝,1.1,11.07,11.33,10.74,10.79,0.12,2.35,0.92,16.48,163094,180783531.82,10.95,8555358516,7675509713,0.002043,深A,2022-12-14 13:01:15,2022-12-14
1172,301377,鼎泰高科,1.1,23.07,23.35,22.91,22.95,0.25,5.16,0.76,42.02,24215,55873483.3,22.82,9458700000,1083078087,0.301377,深A,2022-12-14 13:01:03,2022-12-14
1173,605189,富春染织,1.1,19.38,19.39,19.08,19.15,0.21,0.92,0.7,12.96,3833,7399182.0,19.17,2418624000,806208000,1.605189,沪A,2022-12-14 13:01:15,2022-12-14
1174,300928,华安鑫创,1.09,38.78,38.82,38.28,38.33,0.42,0.63,0.59,58.12,2730,10532157.0,38.36,3102400000,1675990240,0.300928,深A,2022-12-14 13:01:15,2022-12-14
1175,688160,步科股份,1.09,31.42,31.86,31.14,31.19,0.34,0.85,0.67,29.88,2363,7449631.0,31.08,2639280000,870865187,1.688160,沪A,2022-12-14 13:01:15,2022-12-14
1176,601019,山东出版,1.09,6.47,6.49,6.37,6.44,0.07,0.13,0.97,8.92,26105,16764072.0,6.4,13502243000,13502243000,1.601019,沪A,2022-12-14 13:01:13,2022-12-14
1177,301032,新柴股份,1.09,8.32,8.35,8.21,8.25,0.09,0.82,0.94,195.52,7594,6302064.0,8.23,2006229888,767964288,0.301032,深A,2022-12-14 13:01:12,2022-12-14
1178,601882,海天精工,1.09,28.75,29.3,28.21,28.21,0.31,0.39,0.76,28.88,20593,59260450.0,28.44,15007500000,15007500000,1.601882,沪A,2022-12-14 13:01:15,2022-12-14
1179,002227,奥 特 迅,1.09,12.99,12.99,12.77,12.8,0.14,0.42,0.88,-143.74,10220,13150229.0,12.85,3219002148,3185989999,0.002227,深A,2022-12-14 13:01:15,2022-12-14
1180,002850,科达利,1.09,117.09,118.68,115.87,116.25,1.26,0.96,0.5,34.68,15033,176442379.63,115.83,27441052104,18333386187,0.002850,深A,2022-12-14 13:01:15,2022-12-14
1181,600961,株冶集团,1.09,7.45,7.62,7.38,7.41,0.08,0.41,1.05,40.81,21503,16121250.0,7.37,3929561459,3929561459,1.600961,沪A,2022-12-14 13:01:17,2022-12-14
1182,300050,世纪鼎利,1.08,3.73,3.74,3.68,3.69,0.04,0.51,0.87,-77.14,25915,9628138.0,3.69,2088936958,1900193248,0.300050,深A,2022-12-14 13:01:12,2022-12-14
1183,300681,英搏尔,1.08,42.91,42.91,42.03,42.45,0.46,0.71,0.81,163.71,6595,28003716.8,42.45,7105079809,3988838937,0.300681,深A,2022-12-14 13:01:15,2022-12-14
1184,001266,宏英智能,1.08,27.06,27.28,26.71,26.86,0.29,2.18,0.78,41.68,5609,15127089.12,26.77,2782200960,695550240,0.001266,深A,2022-12-14 13:01:06,2022-12-14
1185,603116,红蜻蜓,1.08,5.6,5.62,5.5,5.55,0.06,0.33,1.44,110.78,18773,10460159.0,5.54,3226724480,3226724480,1.603116,沪A,2022-12-14 13:01:14,2022-12-14
1186,002454,松芝股份,1.08,7.47,7.56,7.36,7.38,0.08,0.8,1.1,62.62,50213,37525350.38,7.39,4695504552,4677806837,0.002454,深A,2022-12-14 13:01:09,2022-12-14
1187,300965,恒宇信通,1.08,47.72,48.26,47.1,47.26,0.51,0.89,0.63,-1326.54,1466,7005306.0,47.21,2863200000,783979950,0.300965,深A,2022-12-14 13:01:12,2022-12-14
1188,605055,迎丰股份,1.08,6.55,6.58,6.44,6.47,0.07,1.68,2.14,-188.86,16629,10849772.0,6.48,2882000000,648105260,1.605055,沪A,2022-12-14 13:01:09,2022-12-14
1189,002495,佳隆股份,1.08,2.81,2.82,2.77,2.78,0.03,1.31,1.51,-1066.04,93497,26162531.0,2.78,2629107936,2006157077,0.002495,深A,2022-12-14 13:01:15,2022-12-14
1190,002148,北纬科技,1.08,5.62,5.67,5.55,5.6,0.06,2.05,1.46,138.38,92703,52035680.2,5.56,3152254797,2538775771,0.002148,深A,2022-12-14 13:01:15,2022-12-14
1191,002012,凯恩股份,1.08,5.62,5.73,5.52,5.52,0.06,1.43,0.98,30.51,66661,37643009.0,5.56,2628055141,2621941542,0.002012,深A,2022-12-14 13:01:12,2022-12-14
1192,000972,ST中基,1.08,2.81,2.81,2.77,2.78,0.03,0.19,0.48,-66.19,14741,4119091.1,2.78,2167306857,2167306857,0.000972,深A,2022-12-14 13:01:15,2022-12-14
1193,002273,水晶光电,1.08,12.2,12.39,12.13,12.18,0.13,0.61,1.28,26.5,82164,100570569.5,12.07,16965713096,16500355235,0.002273,深A,2022-12-14 13:01:15,2022-12-14
1194,603223,恒通股份,1.07,20.73,20.95,20.33,20.46,0.22,0.21,1.15,142.17,8183,16942949.0,20.51,10575069611,8191169280,1.603223,沪A,2022-12-14 13:01:11,2022-12-14
1195,300488,恒锋工具,1.07,25.45,25.78,25.07,25.07,0.27,0.66,0.51,29.51,9038,23016009.0,25.18,4216537701,3478929055,0.300488,深A,2022-12-14 13:00:24,2022-12-14
1196,000933,神火股份,1.07,16.97,17.36,16.78,16.78,0.18,0.76,1.0,4.89,168622,288657008.24,16.79,38199242755,37867881444,0.000933,深A,2022-12-14 13:01:15,2022-12-14
1197,300861,美畅股份,1.07,52.87,53.39,51.9,52.31,0.56,0.61,0.56,18.51,14865,78259940.73,52.31,25378234440,12791370285,0.300861,深A,2022-12-14 13:01:12,2022-12-14
1198,688550,瑞联新材,1.07,49.16,49.37,48.64,48.64,0.52,0.42,0.77,17.29,3015,14795501.0,48.64,4821385828,3564472190,1.688550,沪A,2022-12-14 13:01:06,2022-12-14
1199,002090,金智科技,1.07,14.19,14.28,13.71,13.93,0.15,2.68,1.09,265.39,107249,151141209.77,14.04,5736519442,5668537266,0.002090,深A,2022-12-14 13:01:15,2022-12-14
1200,300538,同益股份,1.07,11.36,11.46,11.18,11.26,0.12,1.22,1.99,145.05,13676,15495542.96,11.24,2066594989,1268979933,0.300538,深A,2022-12-14 13:01:15,2022-12-14
1201,300377,赢时胜,1.07,8.53,8.59,8.45,8.46,0.09,0.55,0.81,777.29,35082,29908479.52,8.44,6410781892,5395796971,0.300377,深A,2022-12-14 13:01:15,2022-12-14
1202,600988,赤峰黄金,1.07,18.97,19.18,18.75,18.9,0.2,1.04,0.99,59.76,172222,326871402.0,18.77,31564398841,31564398841,1.600988,沪A,2022-12-14 13:01:15,2022-12-14
1203,601921,浙版传媒,1.07,7.59,7.6,7.49,7.49,0.08,0.35,0.73,15.98,14662,11100525.0,7.51,16866666673,3204664692,1.601921,沪A,2022-12-14 13:01:09,2022-12-14
1204,300249,依米康,1.07,8.54,8.6,8.43,8.47,0.09,1.67,0.74,87.71,51173,43558253.5,8.45,3735995457,2616219743,0.300249,深A,2022-12-14 13:01:15,2022-12-14
1205,833533,骏创科技,1.06,17.1,17.14,16.82,16.83,0.18,0.27,0.4,15.86,510,867346.29,16.92,943920000,319040258,0.833533,深A,2022-12-14 13:01:13,2022-12-14
1206,603888,新华网,1.06,17.1,17.19,16.82,16.82,0.18,0.44,0.47,50.14,22933,39000129.0,16.92,8875402056,8875402056,1.603888,沪A,2022-12-14 13:01:09,2022-12-14
1207,001211,双枪科技,1.06,22.8,22.87,22.43,22.56,0.24,0.63,0.7,237.25,2499,5655782.0,22.56,1641600000,898316945,0.001211,深A,2022-12-14 13:01:03,2022-12-14
1208,300979,华利集团,1.06,55.13,55.23,53.4,54.0,0.58,1.12,1.02,19.73,16369,89061556.37,54.55,64336710000,8053666050,0.300979,深A,2022-12-14 13:01:15,2022-12-14
1209,605100,华丰股份,1.06,14.26,14.33,14.05,14.2,0.15,1.28,0.75,79.42,9809,13921772.0,14.11,2423230320,1095624320,1.605100,沪A,2022-12-14 13:01:14,2022-12-14
1210,600745,闻泰科技,1.06,59.12,61.25,58.76,60.41,0.62,1.71,2.28,28.43,212777,1272571161.0,58.5,73683787873,73474616584,1.600745,沪A,2022-12-14 13:01:15,2022-12-14
1211,601600,中国铝业,1.06,4.77,4.82,4.72,4.72,0.05,0.43,0.67,13.42,566239,270218779.0,4.72,81733679307,62385432309,1.601600,沪A,2022-12-14 13:01:16,2022-12-14
1212,300803,指南针,1.06,48.7,49.17,47.81,48.14,0.51,0.51,0.8,47.34,19857,96146421.0,48.19,19819460866,19068663778,0.300803,深A,2022-12-14 13:01:15,2022-12-14
1213,605339,南侨食品,1.06,22.93,22.99,22.38,22.55,0.24,1.6,0.92,55.43,10860,24711689.0,22.69,9816892767,1554443548,1.605339,沪A,2022-12-14 13:01:10,2022-12-14
1214,300546,雄帝科技,1.06,22.94,23.29,22.38,22.38,0.24,2.83,1.27,77.84,27654,63718777.24,22.7,3273797245,2240953567,0.300546,深A,2022-12-14 13:01:09,2022-12-14
1215,603288,海天味业,1.06,81.31,81.32,79.5,80.5,0.85,0.06,0.71,60.55,25925,208829247.0,80.46,376777025221,376777025221,1.603288,沪A,2022-12-14 13:01:16,2022-12-14
1216,300855,图南股份,1.06,44.97,45.24,44.21,44.36,0.47,0.54,1.01,55.07,9110,40995428.45,44.5,13581389700,7575280819,0.300855,深A,2022-12-14 13:01:09,2022-12-14
1217,300182,捷成股份,1.05,4.79,4.82,4.67,4.68,0.05,1.22,1.33,18.95,255067,121078217.1,4.74,12334062266,10030773910,0.300182,深A,2022-12-14 13:01:15,2022-12-14
1218,300781,因赛集团,1.05,19.17,19.21,18.85,19.0,0.2,0.78,0.68,49.01,6128,11660422.3,18.97,2106856728,1506304259,0.300781,深A,2022-12-14 13:00:24,2022-12-14
1219,603103,横店影视,1.05,15.35,15.5,14.83,15.15,0.16,1.22,2.1,-68.59,77677,118114221.0,15.19,9734970000,9734970000,1.603103,沪A,2022-12-14 13:01:15,2022-12-14
1220,002405,四维图新,1.05,11.52,11.59,11.41,11.46,0.12,0.45,0.93,-348.74,103178,118690993.78,11.4,27448984097,26471700588,0.002405,深A,2022-12-14 13:01:15,2022-12-14
1221,003025,思进智能,1.05,20.18,20.82,19.97,19.98,0.21,1.45,1.02,22.89,11272,22989931.45,19.97,3293208506,1565101148,0.003025,深A,2022-12-14 13:01:15,2022-12-14
1222,300068,南都电源,1.05,23.07,23.88,22.53,23.02,0.24,3.46,1.2,24.61,288281,668036441.57,22.83,19952571502,19244568082,0.300068,深A,2022-12-14 13:01:15,2022-12-14
1223,600358,国旅联合,1.05,6.73,6.79,6.55,6.6,0.07,3.05,1.76,579.56,154195,103526541.0,6.66,3398223722,3398223722,1.600358,沪A,2022-12-14 13:01:17,2022-12-14
1224,300051,三五互联,1.05,7.7,7.76,7.56,7.71,0.08,1.17,0.57,-102.19,42691,32754953.26,7.62,2815879913,2815349191,0.300051,深A,2022-12-14 13:01:15,2022-12-14
1225,688305,科德数控,1.05,98.23,100.53,96.36,99.0,1.02,1.12,1.12,205.87,5571,54947393.0,97.21,9152851070,4870832780,1.688305,沪A,2022-12-14 13:01:14,2022-12-14
1226,600281,华阳新材,1.05,4.83,4.9,4.76,4.81,0.05,0.38,0.74,-793.69,19401,9410977.0,4.78,2484561781,2484561781,1.600281,沪A,2022-12-14 13:01:15,2022-12-14
1227,000963,华东医药,1.05,44.45,45.48,43.53,44.01,0.46,0.45,1.65,29.51,78089,349061066.77,43.99,77965093219,77773871097,0.000963,深A,2022-12-14 13:01:12,2022-12-14
1228,601006,大秦铁路,1.04,6.78,6.78,6.66,6.72,0.07,0.1,0.87,6.99,146342,98471104.0,6.71,100797870014,100797870014,1.601006,沪A,2022-12-14 13:01:15,2022-12-14
1229,600888,新疆众和,1.04,8.72,8.72,8.63,8.64,0.09,0.5,0.64,7.03,66750,57941635.0,8.63,11749370336,11617980864,1.600888,沪A,2022-12-14 13:01:14,2022-12-14
1230,300428,立中集团,1.04,26.17,26.35,25.9,26.0,0.27,0.38,0.65,30.32,17474,45695465.12,25.9,16145763774,12146142483,0.300428,深A,2022-12-14 13:01:09,2022-12-14
1231,300069,金利华电,1.04,13.58,13.93,13.31,13.55,0.14,0.5,1.42,1081.75,5858,7996557.0,13.44,1588860000,1588860000,0.300069,深A,2022-12-14 13:01:15,2022-12-14
1232,300922,天秦装备,1.04,14.56,14.65,14.41,14.41,0.15,0.69,0.89,73.34,5917,8609526.8,14.41,2283171072,1248266452,0.300922,深A,2022-12-14 13:01:12,2022-12-14
1233,603011,合锻智能,1.04,8.74,8.83,8.58,8.65,0.09,1.41,1.04,26.01,69891,61087714.0,8.65,4321182179,4321182179,1.603011,沪A,2022-12-14 13:01:15,2022-12-14
1234,603915,国茂股份,1.04,20.42,20.58,20.11,20.13,0.21,0.1,0.66,34.81,6745,13757478.0,20.21,13522993075,13354188082,1.603915,沪A,2022-12-14 13:01:15,2022-12-14
1235,000937,冀中能源,1.04,6.81,6.83,6.72,6.77,0.07,0.33,0.86,4.53,96647,65627249.0,6.74,24063454049,19793944924,0.000937,深A,2022-12-14 13:01:15,2022-12-14
1236,001226,拓山重工,1.04,31.15,31.2,30.8,30.82,0.32,2.0,1.19,36.5,3737,11582705.0,30.83,2325867705,581467705,0.001226,深A,2022-12-14 13:01:06,2022-12-14
1237,600321,正源股份,1.04,1.95,1.95,1.92,1.93,0.02,0.38,1.2,-20.42,57173,11096121.0,1.93,2945572500,2945572500,1.600321,沪A,2022-12-14 13:01:08,2022-12-14
1238,002601,龙佰集团,1.03,19.53,19.6,19.15,19.3,0.2,0.37,0.59,11.03,60186,116822041.42,19.33,46679536850,32199396372,0.002601,深A,2022-12-14 13:01:03,2022-12-14
1239,831039,国义招标,1.03,4.89,4.89,4.82,4.82,0.05,0.0,0.05,11.25,16,7629.97,4.84,752179800,752179311,0.831039,深A,2022-12-14 13:01:13,2022-12-14
1240,000977,浪潮信息,1.03,22.52,22.62,22.4,22.4,0.23,0.45,0.83,15.99,66181,148966447.74,22.29,32962738300,32920996107,0.000977,深A,2022-12-14 13:01:15,2022-12-14
1241,300155,安居宝,1.03,4.9,4.92,4.84,4.87,0.05,0.39,1.1,276.34,12963,6337007.38,4.85,2750015946,1618248726,0.300155,深A,2022-12-14 13:01:09,2022-12-14
1242,688028,沃尔德,1.03,33.34,33.77,33.0,33.0,0.34,0.35,1.31,80.84,2772,9281760.0,33.0,3653429206,2678117516,1.688028,沪A,2022-12-14 13:01:15,2022-12-14
1243,000570,苏常柴Ａ,1.03,4.91,4.91,4.85,4.91,0.05,0.31,0.61,19.13,15391,7518919.0,4.86,3464950209,2449472941,0.000570,深A,2022-12-14 13:01:09,2022-12-14
1244,600298,安琪酵母,1.03,47.17,47.28,46.21,46.41,0.48,0.21,0.49,34.27,17133,80265561.0,46.69,40989262022,38871898081,1.600298,沪A,2022-12-14 13:01:16,2022-12-14
1245,300543,朗科智能,1.03,8.85,8.94,8.75,8.84,0.09,0.59,1.1,30.77,12416,11029591.1,8.76,2372845150,1860742555,0.300543,深A,2022-12-14 13:01:12,2022-12-14
